userAlias,userLocation,formattedDateAndTime,voteCount,id,userIdentifier,hasProfilePicture,voteRating,dateCreated,message
CommonsofSense,"NoPlaceSpecial, Germany",2 hours ago,9,1215133143,1683742039695871,False,-3,2023-11-20T11:27:39.482Z,She's being a good example. Best.
Shawn,London,2 hours ago,18,1215133081,5329787,False,12,2023-11-20T11:27:15.051Z,Ok once again! Celebrates don't do their own taxes they have accountants to do it for them. However it is their responsibility to make sure its right and sign it off. Many Celebrities find themselves broke because accounts badly invested their money or stole from them. A lot of these Celebrities aren't very smart and trust their accountants too much
Sam Pepys,"Dorchester, United Kingdom",2 hours ago,1,1215133749,1593881731198552,False,1,2023-11-20T11:31:15.186Z,"Nonsense, they choose their accountants for a reason."
Pah,Brum,2 hours ago,2,1215134411,5799279,False,2,2023-11-20T11:35:00.560Z,"I always think this is a cop out by accountants.you wouldnt have surgery and be expected to double check the work of the surgeon, same having your car fixed. Ive not t entered the cockpit of an aeroplane to check on the pilots. Financial services are full of liars."
BeerHead,"Somewhere over the rainbow, United Kingdom",2 hours ago,17,1215133055,1454768111144692,False,11,2023-11-20T11:27:05.305Z,So money equals freedom! It's seems life is like a game of monopoly with get out of jail cards!
Speakout,"Exeter, United Kingdom",2 hours ago,15,1215133013,1406528960411752,False,9,2023-11-20T11:26:51.105Z,So typical and only a so called mega global superstar in the minds of the dm.
Bendigaidfran,"Stafford, United Kingdom",2 hours ago,19,1215132929,1693836560940392,False,7,2023-11-20T11:26:14.449Z,"So she pleads guilty in court and innocence outside court, they should drag her ass back in for contempt of court/libal!

P.s love her music, hate her attitude"
Hard Worker.,"NW Seaside., United Kingdom",2 hours ago,24,1215132807,1392480245405592,False,14,2023-11-20T11:25:40.562Z,So the lips do lie!
YoYo Singh,"Honolulu, United States",2 hours ago,27,1215132793,1419518885324433,False,11,2023-11-20T11:25:38.265Z,Shes a thief. Plain and simple
Smiffy 1,"North, United Kingdom",2 hours ago,7,1215132775,1454877386902883,False,7,2023-11-20T11:25:32.823Z,But the hips dont lie
cbxade,"New Milton, United Kingdom",2 hours ago,1,1215133515,1424213419508981,False,1,2023-11-20T11:29:41.309Z,No but the lips do it seems
virunum,"Hamilton, Canada",2 hours ago,10,1215132771,1647504525882541,False,6,2023-11-20T11:25:30.665Z,""" I'm worth two  22 years old. You traded a Rolex for a Casio "" - .That Rolex just got tarnished....."
pg,"Derby, United Kingdom",2 hours ago,22,1215132761,1503594265394186,False,16,2023-11-20T11:25:25.886Z,"Yeah, because you pay 6.4 million out because you're not guilty! Haha"
Thelordcampbell,"Reality, United Kingdom",2 hours ago,18,1215132757,1677249329839251,False,18,2023-11-20T11:25:25.640Z,Anything is legal if the punishment is a fine and you're rich enough.
W127Tipper,"Wakefield, United Kingdom",2 hours ago,19,1215132739,1542408397598301,False,17,2023-11-20T11:25:16.806Z,Always the ones that already have millions. More than they could ever spend in a life time and they won't pay the tax. Just utter greed and well deserve what they get when cought.
ladycommonsense,"Telford, United Kingdom",2 hours ago,16,1215132723,1376583433772261,False,0,2023-11-20T11:25:11.024Z,Never heard of her.
MARCUS,"LONDON UK, United Kingdom",2 hours ago,20,1215132701,4663728,True,18,2023-11-20T11:25:05.540Z,One law for the extremely rich and another law for the poor ?
JJ McClure,"Milton, United States",2 hours ago,6,1215132675,1467599066097307,False,2,2023-11-20T11:24:55.989Z,Shakira Shakira....
Bugman-123,"London, United Kingdom",2 hours ago,20,1215132661,1603740291321881,False,18,2023-11-20T11:24:50.589Z,Another wealthy person buys their way out of prison!
jayemcee,"London, United Kingdom",2 hours ago,11,1215132659,4721912,False,9,2023-11-20T11:24:49.629Z,Her accountants obviously aren't any good.   They should have seen this coming and advised her correctly.   Time to find a new firm.
Deevon Rebel,"Exeter, United Kingdom",2 hours ago,7,1215132645,1408621520404252,False,5,2023-11-20T11:24:46.326Z,"The real problem is that governments (including the EU ""conglomerate"") are all for globalisation, but have no answer to taxing the super-rich. They are also politically ambivalent about it - e.g. the EU (and the world) tolerates much lower taxes in sundry national jurisdictions, such as Luxembourg or the Irish Republic - but throw up their hands in horror if a jurisdiction such as Britain states a preference for similarly lower taxes. The planet is full of inadequate, prejudiced politicians (who probably feel their pay packets, too, are inadequate). They won't come up with a solution to taxing the super-rich, many of whom are planning to remove themselves altogether from any form of taxation. "
Patriotic European,"Fulham, United Kingdom",2 hours ago,3,1215133723,1699620133365531,False,1,2023-11-20T11:31:05.475Z,Are you aware of what the City of London does in conjunction with British Overseas Territories and Crown Dependencies?
Lipservice,"Tentcity, United Kingdom",1 hour ago,2,1215135681,1604594167253131,False,2,2023-11-20T11:43:12.340Z,There is taxation laws in place to tax the super rich what are you talking about? Earnings and income above the upper taxation bands pay 50 percent to 95 per cent depending which country  in which they were earned. Many countries allow some of the due tax to be donated to charities rather than go to their exchequer or invested in other work or environmental schemes. What people like you want is for their already taxed wealth to be stripped from them for no other reason than they have it and you don't. 'Do not covet your neighbours goods' - the ninth Holy Commandment. Live your life and don't worry about other's.
Hubert walker,"Monkee, United Kingdom",2 hours ago,10,1215132643,1668599456438051,False,6,2023-11-20T11:24:44.808Z,Her hips don't lie but her accountant does.
BigAl13,"On the beach, Greenland",2 hours ago,20,1215132509,1403779711350843,False,20,2023-11-20T11:24:01.531Z,"So if you have enough dosh you can bribe the ""law"" and you can avoid all the nastiness poorer people are forced to face. Nice, huh?"
Deevon Rebel,"Exeter, United Kingdom",2 hours ago,5,1215134077,1408621520404252,False,5,2023-11-20T11:32:55.140Z,"Back in the 80's, I represented an investment ""guru"" in London, who was coining it, but very reluctant to pay his taxes, which he considered legalised theft. When the (back then)  Inland Revenue caught up with him, they demanded 800,000 quid on the spot (around 3 million in today's money. He told them he would move his operations to a tax haven if they pushed him, and they promptly settled for half. Rules for people with hard cash are different. ."
windowbox,"London, United Kingdom",2 hours ago,17,1215132489,1419857582698781,False,13,2023-11-20T11:23:54.385Z,What about Cameron and the others named in those papers? It was all hushed up hastily.
Somebody,Lincoln,2 hours ago,18,1215132467,6103805,False,8,2023-11-20T11:23:46.042Z,"Honestly think this whole thing is ridiculous, she used an accountant to submit her taxes so surely they should be held accountable and she paid the tax owed plus interest ages ago. So what good would sending her to prison have done "
KC Birmingham,"Birmingham, United Kingdom",2 hours ago,25,1215132411,1460873122634745,False,25,2023-11-20T11:23:19.780Z,"Isn't it ironic that the biggest woke, leftie people don't want to pay their tax, even though they are the most vocal in telling governments how they should spend it."
Lonely are the brave,"Kilkenny, Ireland",2 hours ago,32,1215132327,1677872165577191,False,-26,2023-11-20T11:22:52.200Z,She invested heavily in Britain and lost it all over brexit.
DJ4483,"Messingham, United Kingdom",1 hour ago,5,1215136239,1556198471352701,False,1,2023-11-20T11:46:15.411Z,Brexit is the right vote first time. Did you ever hear the Joke about the Irish having a vote and the EU saying they had voted the wrong way and they had a second vote to vote the EU way?
bouffant,"Stourbridge, United Kingdom",2 hours ago,25,1215132309,6118158,False,25,2023-11-20T11:22:46.826Z,You can always get around the law when you have money......
Notime4idiots,"Liverpool, United Kingdom",2 hours ago,26,1215132197,1539020191999311,False,22,2023-11-20T11:22:01.324Z,"The more they earn, the more greedy they are and prone to cheat. They dont care that the taxman switches their attention to the lower paid to collect more taxes from truly desperate people sometimes. Greedy, greedy, greedy. Take everything off her and let her experience what normal people experience. "
G.upter,"Swansea, United Kingdom",2 hours ago,24,1215132187,1699882998137761,False,24,2023-11-20T11:21:58.290Z,One law for the rich and another for everyone else.
governor27733,"Doha, Qatar",2 hours ago,5,1215132161,1414268862846652,False,3,2023-11-20T11:21:51.032Z,She got Waka Wakad
Sandsunand,"Grimsby, United Kingdom",2 hours ago,14,1215132065,1488397294109227,False,12,2023-11-20T11:21:19.976Z,That's why she's playing in saudi arabia
AMYJ1982,"Liverpool, United Kingdom",2 hours ago,18,1215131963,1438111628395922,False,-2,2023-11-20T11:20:36.970Z,"She's only got where she is because of her looks, she can't sing"
Bea Logical,"Cambridge , United Kingdom",2 hours ago,21,1215131873,1583235339190682,False,13,2023-11-20T11:20:06.124Z,"Imagine having a spare 6.4 million to pay a fine? That said, this 'fine' is probably a fraction of what she should have paid over the years in tax, so she will probably be hi fiving her team anyway! "
Sidney1st,"DIDCOT, United Kingdom",2 hours ago,30,1215131741,1542133202518042,False,28,2023-11-20T11:19:08.600Z,She's moaning about the Spanish tax authorities chasing famous rich people for the money they owe?  Nobody sees an issue with it from this level
DI.WALSH.,"Scranton.PA., United Kingdom",2 hours ago,20,1215131697,1578830937537372,False,0,2023-11-20T11:18:45.973Z,"A Global Superstar eh, never heard of her......"
fantasia.,"Oh La La, United Kingdom",2 hours ago,3,1215132303,1404076454928671,False,-1,2023-11-20T11:22:44.552Z,But you decided to read about her
Saveloy,"London, United Kingdom",2 hours ago,5,1215131695,1661549620765972,False,3,2023-11-20T11:18:44.045Z,Tips don't lie.
Zenofont,"London, United Kingdom",2 hours ago,23,1215131655,1351615845135781,True,23,2023-11-20T11:18:29.139Z,"shes worth 300 mill so water of a ducks back, move on "
Michaelcat,"Sittingbourne, United Kingdom",2 hours ago,30,1215131631,2766353,False,26,2023-11-20T11:18:20.146Z,So if you have money you can buy your way out of jail....
Res99er,"Liverpool Seven United Nil, United Kingdom",2 hours ago,2,1215132545,1575550078115342,False,2,2023-11-20T11:24:13.290Z,Yes that's literally the case for most countries. In Germany any crime can be paid for if you have enough money.
Iaskthequestions,Bristol,2 hours ago,54,1215131551,5924204,False,50,2023-11-20T11:17:50.445Z,The righteous St Bono telling us poor people to contribute to charities whilst he's happy to save millions in tax avoidance schemes. Money that could go to support the NHS etc 
Tony Ruan,"Dublin, Ireland",2 hours ago,4,1215132839,1594516692592971,False,4,2023-11-20T11:25:47.992Z,Any tax Bibi pays would be unlikely to go the NHS. He is not a UK resident and not liable for tax there.
Maryohno,"Dublin, Ireland",2 hours ago,7,1215132891,1602589785756552,False,7,2023-11-20T11:26:01.465Z,His tax money wouldn't never support the NHS because he lives in Ireland which is not Britain
keltus,"Glasgow, United Kingdom",2 hours ago,29,1215131449,1499789899276556,False,27,2023-11-20T11:17:12.902Z,How can she get away with paying yet claiming innocence? The process should require an admission of guilt or a trial of the facts.
The Danish Woman,"Somewhere, United Kingdom",2 hours ago,50,1215131347,1649367816520781,False,50,2023-11-20T11:16:29.671Z,Two tier system. One for the rich and one for us the plebs. I'm SO SICK of this!
harry,"lincoln, United Kingdom",2 hours ago,13,1215131825,3975458,True,13,2023-11-20T11:19:43.768Z,It's getting worse. 
CynicalContrarian1,"Proud Pureblood, United Kingdom",2 hours ago,7,1215132287,1672788920161942,False,5,2023-11-20T11:22:36.729Z,Then start voting differently !
walkindude666,"London, United Kingdom",2 hours ago,13,1215131331,6167690,False,11,2023-11-20T11:16:19.249Z,The Latino Bianca Gascoigne
Jonray,"Brighton, United Kingdom",2 hours ago,27,1215131315,3913830,False,17,2023-11-20T11:16:13.367Z,Not that worried about Shakira and her finances (in Spain) than hummus arriving here on a dinghy!
Bea Logical,"Cambridge , United Kingdom",2 hours ago,6,1215131663,1583235339190682,False,4,2023-11-20T11:18:32.294Z,HUMMUS arriving here on a dinghy?! That's hilarious. Is this Monty Python? 
Figs.,"London, United Kingdom",2 hours ago,0,1215133029,1700225284994451,False,0,2023-11-20T11:26:53.359Z,"Yes, I think its Monty Python. "
Ben_8nyc8,"New York, United States",2 hours ago,29,1215131249,1696506943329992,False,29,2023-11-20T11:15:47.486Z,She believes only the little people pay taxes. 
JaneGrace,"Welwyn, United Kingdom",2 hours ago,51,1215131155,1382637485186411,False,51,2023-11-20T11:15:13.498Z,"Her hips may not lie, but her accountant clearly does."
Segerson,"Hinterlands, United States",2 hours ago,21,1215131091,1676299266702142,False,21,2023-11-20T11:14:44.940Z,All the justice you can afford...
Dwills,"N Wales, United Kingdom",2 hours ago,71,1215130875,1570442363465891,False,59,2023-11-20T11:13:15.973Z,I'm Innocent so will pay the 15 million.....
Dougcynic,"Glasgow, United States",2 hours ago,24,1215131139,1508114683447536,False,24,2023-11-20T11:15:11.660Z,Similar to a certain Prince!
beabop,"Lancashire, United Kingdom",2 hours ago,5,1215132863,1473963398732184,False,5,2023-11-20T11:25:55.337Z,Dougcynic - one of my first thoughts as well 
cfieldy,"Javea, Spain",2 hours ago,55,1215130851,1358774234048452,False,43,2023-11-20T11:13:07.986Z,"She claimed innocence the whole time. Yet now pays to avoid having her kids see her on trial??? Pull the other one
"
pedro84911,"Paris, France",2 hours ago,2,1215132797,1686052563005622,False,2,2023-11-20T11:25:39.230Z,"She already on trial, shes in court but really doesn't want her children to-see their lying mother in court and /or sent to jail."
barney15c,"London, United Kingdom",2 hours ago,25,1215130805,5992553,False,23,2023-11-20T11:12:57.013Z,"Note she promoted her tour and album in her closing statement, probably made that 20m back with that alone"
MELLOW,"BRIGHTON, United Kingdom",2 hours ago,35,1215130799,1455544314910625,False,29,2023-11-20T11:12:52.927Z,"In real terms, she's paid a fiver fine to stay out of prison. Them and us springs to mind."
sj,"luton, Antarctica",2 hours ago,31,1215130779,1375009524259313,False,21,2023-11-20T11:12:48.129Z,Is she was innocent they would not if pursued her.Tgey should of took it to court.Sick of rich people not paying their taxes while everyone else has to.Bernie ecclestone is another one that should be in prison right now .
juliett,"kent, United Kingdom",2 hours ago,8,1215130741,1421353328909101,False,8,2023-11-20T11:12:31.478Z,Thus us the UK not Spain so stop with comparing her with the british 
theyakutianlaika,"Yskutsk, Russia",2 hours ago,18,1215130731,1637538747566052,False,0,2023-11-20T11:12:26.049Z,Her small and humble breasts will have sagged a little today.
Freeliva,"Freedonia, United States",2 hours ago,23,1215130723,1697056427389102,False,15,2023-11-20T11:12:23.061Z,Well that....I DID NOTHING WRONG....Changed fast
Wokerama,"ANotWokesVille, United Kingdom",2 hours ago,24,1215130719,1576056355261532,False,12,2023-11-20T11:12:22.318Z,100% guilty. Who would pay out 15 million if you were innocent.
El Sid,"London, Thailand",2 hours ago,5,1215130651,6014823,False,1,2023-11-20T11:12:00.872Z,Yaaas Queen.
littlebird37,"London, United Kingdom",2 hours ago,14,1215130591,2327499,False,2,2023-11-20T11:11:35.202Z,Now we know why Gerard left her.
godzillaa,"toontown, United States",2 hours ago,26,1215130521,1592748309295501,False,18,2023-11-20T11:11:12.946Z,Blasted the Spanish authorities for pursuing her??? Pay your taxes and nobody pursues you. Your no different than the laymen.
BasilB,"Manchester, United Kingdom",2 hours ago,25,1215130507,1418813644571321,False,25,2023-11-20T11:11:05.002Z,So it's not just Bernie Eccleston that can buy their way out of going to prison.
schittstirre,"London, United Kingdom",2 hours ago,8,1215130505,1669019389056241,False,8,2023-11-20T11:11:03.164Z,greed knows no bounds and other lesser known cliches apply here.
Sharon Boyne,"Fermanagh, Ireland",2 hours ago,14,1215130461,1665112032233751,False,14,2023-11-20T11:10:44.389Z,"She said whenever, wherever we dodge tax together."
leftybs,"where you can have an opinion , United Kingdom",2 hours ago,15,1215130451,1592001229060301,False,9,2023-11-20T11:10:38.638Z,Not so innocent then. Nobody hands out those sums of money if they were.
Regardless,"UK, United Kingdom",2 hours ago,9,1215130429,5552417,False,7,2023-11-20T11:10:32.826Z,Greed knows no bounds.
Shiri Rast,"Lervish, United Kingdom",2 hours ago,19,1215130423,1643292207317171,False,19,2023-11-20T11:10:30.961Z,"What about all the celebrities, leftwing radio presenters, pop stars and sports stars in this country who dodge tax?"
Iamthestorm,"A Royal Free Enclave, United Kingdom",2 hours ago,17,1215130357,1678113239903162,False,11,2023-11-20T11:10:01.977Z,How do these people           accrue such  wealth? 
CynicalContrarian1,"Proud Pureblood, United Kingdom",2 hours ago,3,1215132571,1672788920161942,False,3,2023-11-20T11:24:28.839Z,By dodging paying tax
MIB66.,"Norfolk, United Kingdom",2 hours ago,24,1215130291,1667214826206091,False,16,2023-11-20T11:09:35.735Z,The rich buying freedom as usual. Prison and a fine should be compulsary.
GoldenQuoin,"London, United Kingdom",2 hours ago,20,1215130183,1654509428657781,False,-2,2023-11-20T11:08:53.123Z,Who is she? 
Flossyforsyth,"Salisbury, United Kingdom",2 hours ago,27,1215130099,1660748303377431,False,-9,2023-11-20T11:08:16.532Z,Never heard of her.
Phoric,"England, United Kingdom",2 hours ago,24,1215130093,1575400662781472,False,-2,2023-11-20T11:08:12.903Z,When do the r o y a l s get their dock time?
Old Bedan,"Reading, United Kingdom",2 hours ago,17,1215130073,3036968,False,17,2023-11-20T11:08:04.507Z,"""Shakira Swerves Jail"" (headline), 'Swerves'? Is 'avoids' another one of those banned words now, DM? "
Sunflower 10,"Anywhere, United Kingdom",2 hours ago,16,1215130015,1621408182102012,False,14,2023-11-20T11:07:44.590Z,"I don't know what citizenship she holds, perhaps that was the reason, but the Americans do not allow their citizens to be extradited from within America to another country. There was a recent high profile case of Anne Sacoolas who could not be extradited to the UK when she ran back to America. These treaties are all one sided, dictator and poodle."
Wise-Words,"kent, United Kingdom",2 hours ago,17,1215129985,1692772486583221,False,13,2023-11-20T11:07:34.132Z,Lester the jockey got 3 and a half years for much less!
Alsmk2,"Burnley, United Kingdom",2 hours ago,26,1215129947,1419278102350941,False,24,2023-11-20T11:07:25.418Z,"Pay your taxes like the rest of us have to. One rule for thee, but not for me."
StillTruth,"Notacitizen, United Kingdom",2 hours ago,10,1215129937,1689422303289841,False,8,2023-11-20T11:07:18.565Z,She is represented by a LAWYER and does not need to sit in a room it goes on EVIDENCE remember.
ambi pure,"fairy land, United Kingdom",2 hours ago,7,1215129923,5127446,False,5,2023-11-20T11:07:15.341Z,Hips Don't Lie - my 1st ever digital music download. Spanish seem to do well recovering money from miscreant tax dealings. Know UK can only compare to far afield sunlit uplands nowadays but would love to see how we rank compared Spain on tax recovery & proceeds of crime. Never ever read of a UK Tory government win on either.
barney15c,"London, United Kingdom",2 hours ago,24,1215129841,5992553,False,14,2023-11-20T11:06:46.396Z,"Innocent but didn't want to look bad to her kids, not buying that, she was bang to rights and she knew it"
royalist911,"stockholm, Sweden",2 hours ago,23,1215129773,1700477302343071,False,17,2023-11-20T11:06:23.432Z,Pay 23M euro if you were innocent? HA HA HA HA HA
StillTruth,"Notacitizen, United Kingdom",2 hours ago,5,1215131247,1689422303289841,False,5,2023-11-20T11:15:47.258Z,Speeding ticket or challenge it. YES THEY DO SETTLE. Courts are a joke to make money not law
Beau Brummel,"Decadence, United Kingdom",2 hours ago,24,1215129769,1454343052220733,False,20,2023-11-20T11:06:22.448Z,How much is enough for these sorts of people ? - Greed ! - Shameful !!!
Lisa,London,2 hours ago,14,1215129753,4047433,False,10,2023-11-20T11:06:16.992Z,Greedy and immoral.
thepaulclayton,"manchester, United Kingdom",2 hours ago,30,1215129689,1530949587189821,False,26,2023-11-20T11:05:51.712Z,"this article made me smile, money does not talk it screams, if that was little old me, I would have been sent to prison no question. "
Canal Queen,"Sheffield, United Kingdom",2 hours ago,19,1215129625,1690840649502382,False,17,2023-11-20T11:05:28.507Z,Trustworthy accountants then . I'm sure she was blinded by figures so they should take some responsibility. Badly advised .
Iamthestorm,"A Royal Free Enclave, United Kingdom",2 hours ago,2,1215130653,1678113239903162,False,2,2023-11-20T11:12:02.777Z,Everyone represented by an accountant has to sign off on what the account does. It's down yo her to ask questions. 
Murdoch-notinmyname,"Milton Keynes, United Kingdom",2 hours ago,23,1215129613,1598777967717172,False,21,2023-11-20T11:05:23.953Z,"Why wasn't her accountant prosecuted, who knew all about this, and almost certainly put her up to it in the first place?"
TheUniparty,"Culiacan, Mexico",2 hours ago,14,1215129611,1699346424400322,False,12,2023-11-20T11:05:23.195Z,"If you want the truth out of Shakira , you'll have to speak to her hips ;)"
dropsydrawers,"preston, United Kingdom",2 hours ago,12,1215129555,1658825996304991,False,10,2023-11-20T11:05:02.593Z,Id b calm n relaxed with sunnys on with that amount in the bank
Tony,"Liverpool, United Kingdom",2 hours ago,17,1215129509,4230896,False,9,2023-11-20T11:04:35.716Z,Should have fought it in trial. Or just don't go back to Spain.
Antonios Smith,"Palma, Spain",2 hours ago,4,1215129485,1662740067882071,False,2,2023-11-20T11:04:24.805Z,Ladrona.
Rockinalloverthworld,"Merseyside, United Kingdom",2 hours ago,12,1215129475,1605540774049292,False,2,2023-11-20T11:04:21.536Z,"This is her ex's fault, I feel"
StillTruth,"Notacitizen, United Kingdom",2 hours ago,0,1215130201,1689422303289841,False,0,2023-11-20T11:09:02.169Z,She should leave with her kids the day they split. FACT.
dollyface,"sheffield, United Kingdom",2 hours ago,15,1215129467,6368670,False,15,2023-11-20T11:04:20.360Z,Why is this Headline News!
wiserthanu,"Paradise , Cayman Islands",2 hours ago,45,1215129337,1683458530618922,False,29,2023-11-20T11:03:21.668Z,If you read the paradise papers you will see your lovely royal family have stashed billions in offshore accounts and other dodgy tax avoidance schemes. 
StillTruth,"Notacitizen, United Kingdom",2 hours ago,6,1215130389,1689422303289841,False,0,2023-11-20T11:10:17.848Z,Caymen. It is not your money. Why would think they owed you money? They probably earned it in that country not even yours.
wiserthanu,"Paradise , Cayman Islands",57 minutes ago,1,1215189889,1683458530618922,False,1,2023-11-20T12:09:37.081Z,"The only money they receive is from the hard working British taxpayers, most of whom pay their fair share. Even worse the guy who set up their tax avoidance schemes sir Mark Hudson was given a knighthood in relative secrecy without all the usual pomp and ceremony, this guy has done nothing whatsoever for the UK. In fact he has cost this country billions in lost revenue. "
Non Dom DM,"WEF Masterminded Brexit , Spain",2 hours ago,27,1215129313,1683210015242292,False,21,2023-11-20T11:03:11.392Z,"Meanwhile the former King of Spain committed far more fr@ud and gets a life of luxury without facing the same consequences as Shakira. 

Oh to be a royal. I wouldn't mind Prince William's wealth. Worth over a billion pounds, through the help of tax payers. "
Antonios Smith,"Palma, Spain",2 hours ago,8,1215129785,1662740067882071,False,0,2023-11-20T11:06:27.554Z,He paid for that.
StillTruth,"Notacitizen, United Kingdom",2 hours ago,6,1215130463,1689422303289841,False,0,2023-11-20T11:10:44.877Z,No.
N93c2ioaa,"Milton Keynes, United Kingdom",2 hours ago,29,1215129281,1680535182370992,False,25,2023-11-20T11:02:57.415Z,No innocent person would pay a fine and have a criminal record.
StillTruth,"Notacitizen, United Kingdom",2 hours ago,4,1215130777,1689422303289841,False,0,2023-11-20T11:12:46.004Z,Milton you have never been in a courtroom? Contempt for the lying drunk in a wig? Here is a criminal record sucker speeding ticket because it COSTS more to challenge it
Andy,Liverpool,2 hours ago,17,1215129271,6464260,False,11,2023-11-20T11:02:53.638Z,Just put everyone on PAYE
Ericab1,"Leeds, United Kingdom",2 hours ago,50,1215129267,1651863156186862,False,42,2023-11-20T11:02:52.785Z,These people sicken me. All the money in the world and think they don't have to pay taxes just because they don't want to. None of us want to Shakira but we have to.
StillTruth,"Notacitizen, United Kingdom",2 hours ago,8,1215131057,1689422303289841,False,-6,2023-11-20T11:14:31.429Z,They do not use any services. They do not live in a city. They do not get NHS. They do not WANT to be part of your communist system and are fully functional adults. They do not need you. They do not OWE you.
Logicthewise,"Beer can, United Kingdom",2 hours ago,23,1215129249,1617655154379462,False,23,2023-11-20T11:02:46.882Z,All of them are at it. You only go to prison if you're poor. Why is it always one rule for us and another for the wealthy?
lindycee,"swindon, United Kingdom",2 hours ago,4,1215130023,1673276938910031,False,4,2023-11-20T11:07:49.655Z,It's the same the whole world over. The rich get the pleasure and the poor they get the  blame aint it  all a flipping shame
Pound Life,"Ermine East, United Kingdom",2 hours ago,3,1215129231,1698581511865962,False,1,2023-11-20T11:02:39.431Z,"If she did only spend a relatively small amount of time in Spain then she would have probably won the case. In any event she has a home in Columbia and two in the US she could have just as easily said stuff you I'm never coming back to Spain, try to extradite me and see how far you get with that."
Pound Life,"Ermine East, United Kingdom",2 hours ago,3,1215129845,1698581511865962,False,-1,2023-11-20T11:06:47.742Z,"Before anyone says ""but what about the children?"" I would like to say that this was probably the only leverage that the Spanish Authorities had in this instance. Given this my thoughts are: - Spanish Government - Shame on you for doing this sort of thing."
Pound Life,"Ermine East, United Kingdom",2 hours ago,0,1215133713,1698581511865962,False,0,2023-11-20T11:31:02.301Z,"@Antonios. I have some really bad news, you might want to sit down. The Spanish population amounts to 0.7% of the people of the World. Whilst you might have once had a great empire that looted and traded people on a huge scale for many Centuries that is no longer the case."
FaceTikYouTwit,"Manchester, United Kingdom",2 hours ago,11,1215129171,1419698826377172,False,11,2023-11-20T11:02:23.673Z,Receipts don't lie
Mad Angus,"Swindon, United Kingdom",2 hours ago,7,1215129115,1490185969860906,False,3,2023-11-20T11:02:11.368Z,I'd love to be banged up with Shakira! 
FKyou,"Theatre of Dreams, United Kingdom",2 hours ago,17,1215129113,1640177522564212,False,17,2023-11-20T11:02:10.479Z,The rich can just pay their way out.
JaneFoster,"new york, United States",2 hours ago,13,1215129089,1544376518692321,False,9,2023-11-20T11:02:03.662Z,"She's a liar, not innocent. "
Winn74,"LIVERPOOL, United Kingdom",2 hours ago,12,1215129033,1664902126295672,False,12,2023-11-20T11:01:41.505Z,Pathetic absolutely pathetic....money talks its embarrassing how the system works for the rich
LusciousLocks,"Emerald, Australia",2 hours ago,19,1215129023,1683246038377442,False,19,2023-11-20T11:01:36.276Z,Seems her hips lie after all.
wolvesaywe8114,"Midlands, United Kingdom",2 hours ago,11,1215129019,1699541999378291,False,9,2023-11-20T11:01:35.711Z,What a shame my heart bleeds 
wiserthanu,"Paradise , Cayman Islands",2 hours ago,16,1215129001,1683458530618922,False,10,2023-11-20T11:01:30.793Z,"The paradise papers look them up ,your wonderful royal family have stashed billions in offshore accounts and dodgy tax avoidance schemes. Being taxpayer funded they are basically taking your hard earned money and stealing it."
Us,"In the UK, United Kingdom",2 hours ago,15,1215128999,3893669,False,15,2023-11-20T11:01:30.153Z,"As of November 2023, Shakira's net worth is estimated to be $300 Million. This is peanuts for her."
youarejustmoaning,"Suffolk, United Kingdom",2 hours ago,21,1215128911,1613131321843332,False,15,2023-11-20T11:00:53.462Z,She played the female card and dodge prison.
jonny williams,"brecon, United Kingdom",2 hours ago,14,1215128879,1541152413725651,False,12,2023-11-20T11:00:37.046Z,"Oh, baby, when you talk like that.
You make a Taxman go mad.
So be wise (s) and keep on (s)
Reading the signs of my taxform (uno, dos, tres, cuatro)"
Rolls Royce...,"Here And There, United Kingdom",2 hours ago,32,1215128873,1629370566202021,False,28,2023-11-20T11:00:32.706Z,Prison only for the poor. It's the same story all over the world. 
Sarah_Lewis,"Sherman Oaks, United States",2 hours ago,26,1215078949,1588857580316942,False,14,2023-11-20T10:59:53.778Z,Trashy woman.
Gazza3,"Sydney, Austria",2 hours ago,8,1215078935,1695598147481502,False,6,2023-11-20T10:59:49.660Z,while we are speaking spanish where the hell has hulio iglesias got to these days?..my mother adored him
Darkrealm10,"Elgin, United Kingdom",2 hours ago,130,1215078759,1488302645629167,False,124,2023-11-20T10:58:44.353Z,So prison is only if you cant afford a plea deal what kind of justice system is this???
Wise-Words,"kent, United Kingdom",2 hours ago,58,1215078753,1692772486583221,False,54,2023-11-20T10:58:42.248Z,"You and me would of recieved 5 to 7 years jail, amazing what a smile and an eye flutter can get you."
Clyde Davies,"Detroit Michigan, United States",2 hours ago,61,1215078751,1699017112953232,False,55,2023-11-20T10:58:40.792Z,"Oh yeah love, hide behind the children right.  You're a f raud and they nailed you."
TufftyMuffty,"London, United Kingdom",2 hours ago,38,1215078747,1593213885001211,False,14,2023-11-20T10:58:40.268Z,She should move everything she has out of Spain and make sure they don't get another penny. 
english lost boy,"london, United Kingdom",2 hours ago,45,1215078709,2413250,False,43,2023-11-20T10:58:25.773Z,Justice for sale as usual.
hwilson,"Utrecht , Netherlands",2 hours ago,11,1215078635,1447065874351882,False,11,2023-11-20T10:57:57.276Z,Ouch
DM123456780,"London, United Kingdom",2 hours ago,6,1215078579,1670969004527262,False,4,2023-11-20T10:57:35.234Z,Shakira did search it.
